now,messages,Hex_Code,Aircraft_Type,Flight_Number,Registration,t,Barometric_Altitude,Geometric_Altitude,Ground_Speed,track,geom_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,nav_modes,Latitude,Longitude,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,baro_rate,true_heading,dbFlags,nav_altitude_fms,calc_track,mag_heading,ias,tas,mach,wd,ws,oat,tat,track_rate,roll,gpsOkBefore,gpsOkLat,gpsOkLon,rr_lat,rr_lon,lastPosition.lat,lastPosition.lon,lastPosition.nic,lastPosition.rc,lastPosition.seen_pos
1704067199.122,148041829,a332eb,adsb_icao,N305LM  ,N305LM,GLF4,41000,41200.0,521.0,89.56,-64.0,2415,none,A2,,40992.0,,,34.707825,-111.910438,8.0,186.0,0.228,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4946684,0.2,-14.4,,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a29f4d,adsr_icao,N26814  ,N26814,AA5,2500,2725.0,122.0,0.0,0.0,,,A1,,,,,33.097151,-111.907579,8.0,186.0,0.363,,0.0,9.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],47914,0.0,-12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a88335,adsb_icao,N648CR  ,N648CR,CL60,ground,,0.0,,,7616,none,A2,,,,,33.625531,-111.905036,0.0,186.0,0.186,2.0,,10.0,1.0,3.0,perhour,,2.0,,,[],[],9968019,0.2,0.0,,45.0,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a97d85,adsb_icao,RGY710  ,N710RA,BE40,ground,,0.0,33.75,,1200,none,A2,,,,,33.626124,-111.904321,8.0,186.0,0.313,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],8893100,0.30000000000000004,0.0,,43.49,,,,33.75,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a70066,adsb_icao,N550LA  ,N550LA,C172,1300,1400.0,62.9,224.36,,1200,none,A1,1020.0,2496.0,,,33.629197,-111.903248,9.0,75.0,11.241,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],27785660,3.6,-7.4,-576.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a993ea,adsb_icao,SCA16   ,N716SC,C172,3300,3400.0,93.0,181.23,,1200,none,A1,1020.0,3488.0,,,33.756592,-111.902927,9.0,75.0,0.397,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],26716222,0.0,-14.8,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab7ce6,adsr_icao,N8395X  ,N8395X,C172,9300,9525.0,102.5,174.4,,1200,none,A1,,,,,41.869583,-111.886264,0.0,0.0,1.163,,,,0.0,,,,,0.0,0.0,[],[],111440,1.2,-49.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a43b83,adsb_icao,N372CZ  ,N372CZ,C25C,2750,2850.0,122.7,165.85,-1024.0,7651,none,A2,1020.0,3008.0,182.11,,33.680823,-111.872864,8.0,186.0,0.25,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],14772137,0.2,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a45072,adsb_icao,DAL845  ,N3772H,B738,5150,5250.0,266.0,49.42,,0715,none,A3,1019.2,8992.0,355.08,,33.446014,-111.861167,8.0,186.0,0.343,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],60008337,0.1,-8.5,3200.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a4d9d8,adsb_icao,SWA349  ,N411WN,B737,39000,38900.0,461.6,110.28,,6053,none,A3,1013.6,39008.0,99.84,,42.402008,-111.854116,8.0,186.0,0.006,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],61479266,0.0,-23.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a2cced,adsb_icao,N28PF   ,N28PF,SR20,2825,2925.0,120.9,51.04,-832.0,1200,none,A1,1020.0,3200.0,,,32.913875,-111.853993,9.0,75.0,0.099,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],20048180,0.0,-18.5,-832.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6f8f1,adsb_icao,N5487   ,N5487,PA32,11400,11575.0,161.0,70.78,0.0,1200,none,A1,,,,,33.469057,-111.833702,9.0,75.0,0.016,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],686895,0.0,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a83f30,adsb_icao,QXE2016 ,N630QX,E75L,34000,34025.0,433.0,302.55,,3742,none,A3,1013.6,34016.0,,"['autopilot', 'vnav', 'tcas']",42.715682,-111.832133,8.0,186.0,0.186,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],54179931,0.2,-21.9,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,0d0b90,other,VIV3122 ,XA-VIA,A20N,36000,,410.0,320.0,,1013,,A3,,,,,28.836868,-111.817314,0.0,0.0,1.779,2.0,,,,,,,,,,[],[],25347128,1.8,-49.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a5d192,adsb_icao,N474SM  ,N474SM,,8725,8875.0,75.5,168.54,448.0,0315,none,A1,1020.8,10496.0,189.84,,34.750175,-111.810093,9.0,75.0,0.089,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],['geom_rate'],2936988,0.1,-14.8,320.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a4281d,adsb_icao,UPS908  ,N367UP,B763,36025,36350.0,399.8,248.12,,7375,none,A5,1012.8,36000.0,239.77,,36.268524,-111.808205,8.0,186.0,0.14300000000000002,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],38445147,0.1,-21.9,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab917d,adsr_icao,N8443G  ,N8443G,C150,3000,3125.0,78.2,106.35,-192.0,1200,none,A1,,,,,33.00684,-111.801752,8.0,186.0,0.278,,0.0,9.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],636896,0.0,-6.7,-192.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab92d6,tisb_icao,VAR845  ,N845EF,SR20,1250,1375.0,55.6,59.74,64.0,1200,none,A1,1020.0,5888.0,49.92,[],32.953766,-111.769135,0.0,0.0,19.966,2.0,1.0,0.0,0.0,0.0,perhour,2.0,2.0,0.0,0.0,[],"['callsign', 'altitude', 'alt_geom', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",8354513,0.7000000000000001,-22.1,-704.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab68dd,adsb_icao,SCX407  ,N834SY,B738,38000,38275.0,392.0,240.16,,3625,none,A3,1013.6,38016.0,232.03,,35.892706,-111.761695,8.0,186.0,0.397,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],44461013,0.1,-4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a79362,adsb_icao,N5878J  ,N5878J,BE35,2425,2500.0,148.4,265.75,512.0,1200,none,A1,,,,,32.816907,-111.734993,9.0,75.0,0.122,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],355261,0.1,-10.2,-320.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a24b39,adsb_icao,ENY3912 ,N247NN,E75L,12025,12250.0,269.9,237.25,,2171,none,A3,1020.0,7008.0,,"['autopilot', 'vnav', 'tcas']",33.714155,-111.718998,8.0,186.0,0.25,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],60933550,0.1,-7.0,-896.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6049b,adsb_icao,SWA2414 ,N487WN,B737,39000,39275.0,486.2,56.41,,1321,none,A3,1013.6,39008.0,42.89,,35.772308,-111.711216,7.0,371.0,0.14200000000000002,2.0,1.0,8.0,1.0,3.0,perhour,1.0,2.0,0.0,0.0,[],[],68450348,0.1,-14.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a96144,adsb_icao,N703SA  ,N703SA,CRJ2,33000,33325.0,491.6,84.16,-64.0,6771,none,A2,1012.8,32992.0,75.94,,34.986465,-111.704276,8.0,186.0,0.313,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],19335561,0.0,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0dd44,adsb_icao,FDX540  ,N155FE,B763,34000,34150.0,407.1,265.77,,5636,none,A5,1012.8,34016.0,260.16,"['vnav', 'tcas']",38.760557,-111.693237,8.0,186.0,0.006,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31363602,0.0,-18.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab2a4a,adsb_icao,N8186M  ,N8186M,PA34,12300,12450.0,169.9,219.03,,1200,none,A1,1020.0,12512.0,,,42.092834,-111.691194,9.0,75.0,0.908,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1242363,0.4,-23.1,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a18bb5,adsb_icao,N199XP  ,N199XP,C750,47000,47375.0,471.6,274.74,0.0,0503,none,A2,,,,,34.649808,-111.675739,10.0,25.0,1.035,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1500686,0.30000000000000004,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a04dc1,adsb_icao,N119BF  ,N119BF,CRUZ,4425,4525.0,65.8,313.15,,1200,none,A1,,,,,40.146045,-111.669284,9.0,75.0,0.313,2.0,1.0,9.0,4.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],10590398,0.0,-5.1,576.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a2189c,adsb_icao,AAY2357 ,N234NV,A320,ground,,0.0,,,0733,none,A3,,,,,33.305519,-111.667505,8.0,186.0,1.27,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],42836293,1.3,-9.0,,182.81,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aca2f1,adsb_icao,N913MP  ,N913MP,LEG2,ground,,0.0,,,1200,none,A1,,,,,40.138687,-111.660553,9.0,75.0,0.17300000000000001,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],1011671,0.2,-31.1,,129.38,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a3e2b0,adsb_icao,N35CK   ,N35CK,RV6,ground,,4.8,331.0,,1200,none,A1,,,,,40.138298,-111.659653,8.0,186.0,0.14300000000000002,2.0,,8.0,2.0,3.0,perhour,,2.0,,,[],[],33680,0.1,-7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a24ef7,adsb_icao,AAY688  ,N248NV,A320,ground,1300.0,17.5,,,1171,none,A3,,,,,33.301644,-111.65778,8.0,186.0,2.9130000000000003,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],42078976,0.2,-10.6,,315.0,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aa1a6a,adsb_icao,LJY263  ,N750DX,C750,41000,41275.0,538.6,74.49,,7250,none,A2,1013.6,40992.0,,,36.924362,-111.656682,8.0,186.0,0.8,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6230279,0.30000000000000004,-23.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,acfc42,adsr_icao,N936DD  ,N936DD,WAIX,3200,3625.0,110.1,309.47,,1200,none,A1,,,,,33.49942,-111.638727,0.0,0.0,0.8320000000000001,,,,0.0,,perhour,,,0.0,0.0,[],[],372815,0.8,-14.5,1728.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,478854,adsb_icao,SAS932  ,LN-RKS,A333,36000,35825.0,493.9,23.76,,7622,none,A5,1012.8,36000.0,,,47.107513,-111.634122,8.0,186.0,0.195,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],53767004,0.1,-12.8,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,~2680b8,tisb_trackfile,,,,2800,,154.8,35.54,-256.0,,,,,,,,33.487427,-111.616974,0.0,0.0,43.733,,,0.0,0.0,0.0,unknown,,,0.0,0.0,[],"['altitude', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",27,43.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6fe6e,adsb_icao,N77LA   ,N55PY,C172,3075,3150.0,110.9,334.36,,1200,none,A1,1020.0,3488.0,,,33.490285,-111.616049,9.0,75.0,0.593,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],23702912,0.1,-10.6,-256.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aaac4a,adsb_icao,UAL2480 ,N787UA,B772,37000,37150.0,505.5,82.38,,3664,none,A5,1012.8,36992.0,71.02,,38.842396,-111.603821,8.0,186.0,0.278,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],49910124,0.2,-29.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac32cd,adsr_icao,N8850N  ,N8850N,P28A,2000,2125.0,85.8,220.75,320.0,1200,none,A1,,,,,32.819747,-111.585444,8.0,186.0,0.418,,0.0,9.0,0.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],172707,0.30000000000000004,-10.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,abcfec,adsb_icao,N860MB  ,N860MB,AS50,ground,,0.1,,,1200,none,A7,,,,,33.21579,-111.566176,8.0,186.0,3.902,2.0,,9.0,2.0,3.0,perhour,,2.0,,,[],[],10287470,3.2,-23.6,,180.0,,,,171.56,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,abd17b,adsb_icao,SWA1154 ,N8602F,B738,35000,35525.0,517.8,93.1,,7726,none,A3,1013.6,35008.0,89.3,,32.549927,-111.559955,8.0,186.0,0.395,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],74252971,0.1,-10.3,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a69c1c,adsb_icao,N525GE  ,N525GE,C25A,34650,35050.0,334.2,216.97,-704.0,3771,none,A1,1012.8,30016.0,213.05,,34.218036,-111.555462,8.0,186.0,0.194,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2632524,0.1,-12.8,,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,~268040,tisb_other,,,,2900,5275.0,135.4,215.69,-3392.0,,,,,,,,32.839188,-111.554297,6.0,926.0,0.397,,,6.0,7.0,2.0,unknown,,,0.0,0.0,[],"['altitude', 'alt_geom', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",467,0.30000000000000004,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a1a0fc,mlat,JUMP3   ,N204BD,DHC6,3000,,197.0,241.0,,7003,none,A1,,,,,32.842323,-111.553204,0.0,0.0,1.29,2.0,0.0,,,,,,,0.0,0.0,"['gs', 'track', 'baro_rate', 'lat', 'lon', 'nic', 'rc']",[],3656818,0.9,-14.8,-4380.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a2d739,adsb_icao,UPS854  ,N282UP,MD11,14075,14325.0,281.6,238.06,,4076,none,A5,1020.0,7008.0,229.22,,33.804108,-111.549683,8.0,186.0,0.079,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],22831806,0.0,-9.8,-1280.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,268040,other,,,,,,150.0,141.0,,,,,,,,,32.871738,-111.538742,0.0,0.0,53.873,,,,,,,,,,,[],[],56,53.9,-49.5,-2940.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a31472,adsb_icao,AAY1586 ,N298NV,A320,5675,5825.0,203.1,252.81,,6014,none,A3,1020.0,3104.0,241.17,,33.363896,-111.537743,8.0,186.0,0.467,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],39750516,0.30000000000000004,-17.3,-1600.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a5b1a8,other,UAL244  ,N466UA,A320,32000,,420.0,322.0,,3201,,A3,,,,,28.53615,-111.526306,0.0,0.0,5.668,2.0,,,,,,,,,,[],[],47686358,5.7,-49.5,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac3ea3,adsb_icao,SWA3290 ,N8885Q,B38M,37000,37575.0,515.0,100.74,,6765,none,A3,1013.6,36992.0,94.22,,32.776428,-111.523425,8.0,186.0,0.25,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],24012646,0.2,-15.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab006a,adsb_icao,FTH80   ,N808JN,C25B,45000,45225.0,414.5,55.12,0.0,1355,none,A1,,,43.59,,38.106498,-111.452298,8.0,186.0,0.1,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],15833435,0.1,-22.3,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac9abc,adsb_icao,DAL1951 ,N911DQ,B739,36000,36425.0,475.8,349.59,,2126,none,A3,1013.6,36000.0,329.06,,33.941071,-111.440212,8.0,186.0,0.194,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],68640684,0.1,-11.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6a0f6,adsb_icao,FDY354  ,N526TW,PC12,13900,14175.0,226.9,78.05,1152.0,4266,none,A1,,,,,33.659037,-111.433582,8.0,186.0,0.291,2.0,0.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],12908405,0.30000000000000004,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a55055,adsb_icao,SWA1661 ,N441WN,B737,18250,18625.0,421.7,63.68,,0704,none,A3,1013.6,35008.0,51.33,,33.626999,-111.414091,8.0,186.0,0.543,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],59520913,0.4,-18.6,2496.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c07e62,adsb_icao,WJA295  ,C-GVWJ,B737,38900,38550.0,421.9,276.67,,7137,none,A3,1013.6,14016.0,262.27,,51.350052,-111.401887,8.0,186.0,0.514,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],56003442,0.1,-11.1,-2560.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac3f7d,adsb_icao,N889CG  ,N889CG,GLF4,40000,40350.0,405.5,276.37,128.0,0575,none,A2,,40000.0,,,34.526165,-111.329727,8.0,186.0,0.397,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],10521355,0.30000000000000004,-17.4,,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a2f6ba,adsb_icao,AAY2273 ,N290NV,A320,9200,9400.0,289.7,336.18,,6045,none,A3,1018.4,7008.0,319.92,,45.688293,-111.316491,8.0,186.0,0.057,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],40385605,0.1,-1.9,-1472.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,4005bb,adsb_icao,BAW9177 ,G-VIIC,B772,39000,38550.0,510.9,49.76,,6611,none,A5,1012.8,39008.0,37.27,,53.962967,-111.309082,8.0,186.0,0.058,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],34937672,0.1,-12.2,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a67231,adsb_icao,VOI5988 ,N514VL,A320,36000,36575.0,443.6,333.49,,4222,none,A5,1012.8,36000.0,,,32.748093,-111.297162,8.0,186.0,0.25,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],28817556,0.1,-14.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a5dad9,adsb_icao,N4768E  ,N4768E,C172,3775,3850.0,91.1,148.93,-64.0,1200,none,A1,,,,,32.25139,-111.286795,9.0,75.0,0.228,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],14492685,0.2,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a381de,adsb_icao,N325LA  ,N325LA,PA44,6300,6400.0,125.9,157.1,,1200,none,A1,1020.0,6496.0,149.77,[],32.855713,-111.242615,9.0,75.0,0.1,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],8839217,0.1,-14.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a4e307,adsb_icao,AAL1427 ,N414AL,A21N,19600,19975.0,302.1,226.74,,3166,none,A3,1012.8,7008.0,,,34.017838,-111.228164,8.0,186.0,0.542,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],71855185,0.0,-20.8,-1792.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aa9e33,adsb_icao,N7831N  ,N7831N,P28A,11300,11450.0,106.2,157.3,0.0,1200,none,A1,,,,,40.671573,-111.222715,10.0,25.0,0.376,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1272187,0.4,-14.7,,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a4ee82,adsb_icao,DAL187  ,N417DX,A339,38000,38125.0,455.9,219.66,,7262,none,A5,1013.6,38016.0,0.0,,39.139755,-111.206778,8.0,186.0,0.417,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],51028294,0.1,-12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a9d659,adsb_icao,N733BR  ,N733BR,C172,2950,3075.0,79.2,245.38,832.0,1200,none,A1,,,,,32.146957,-111.191858,9.0,75.0,1.363,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],14138906,1.4,-29.0,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac3d05,adsb_icao,N888RA  ,N888RA,C25A,4700,4850.0,179.7,42.75,,0421,none,A6,1020.0,4896.0,32.34,"['autopilot', 'althold']",32.151256,-111.178165,9.0,75.0,0.006,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,1.0,[],[],1435838,0.0,-8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ab02c7,adsb_icao,N8086H  ,N8086H,P28A,5700,5625.0,123.9,64.68,192.0,0146,none,A1,,,,,47.555252,-111.141921,9.0,75.0,1.467,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],782598,1.5,-12.1,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a038ff,adsb_icao,SKW5560 ,N113SY,E75L,34000,34200.0,403.6,233.87,,3764,none,A3,1013.6,34016.0,,"['autopilot', 'vnav', 'tcas']",36.830475,-111.119671,8.0,186.0,0.418,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],53374500,0.2,-19.9,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c03c04,adsb_icao,WJA2215 ,C-FWSX,B737,38000,38675.0,429.3,337.98,,3235,none,A3,1013.6,38016.0,314.3,,31.636688,-111.094235,8.0,186.0,0.608,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],53749402,0.1,-13.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,abd2e6,adsb_icao,DAL1131 ,N861DN,B739,35000,35400.0,516.4,82.54,,2401,none,A3,1013.6,35008.0,71.72,,34.548935,-111.087752,8.0,186.0,0.186,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],71948069,0.1,-11.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,7380c1,adsb_icao,ELY006  ,4X-EDB,B789,33000,33050.0,490.6,23.17,0.0,6730,none,A5,1012.8,32992.0,11.25,"['autopilot', 'vnav', 'lnav', 'tcas']",41.857224,-111.057545,8.0,186.0,0.334,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],72451789,0.1,-17.2,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0224c,adsb_icao,N1079D  ,N1079D,BE9L,15250,15450.0,215.8,216.71,,3233,none,A1,1026.4,,28.12,,34.539712,-111.018047,9.0,75.0,0.14200000000000002,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],11136251,0.1,-17.0,-256.0,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aa5049,adsb_icao,N7639J  ,N7639J,P28R,9225,9250.0,137.1,50.62,,1200,none,A1,1020.0,,16.88,,42.609496,-110.986825,9.0,75.0,0.1,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],389610,0.1,-15.4,-1024.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac2082,adsb_icao,SWA1861 ,N8802Q,B38M,37000,37425.0,537.3,72.34,,2452,none,A3,1013.6,36992.0,302.34,,35.151595,-110.983028,8.0,186.0,0.334,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],78225568,0.0,-13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a41447,adsb_icao,FFT3252 ,N362FR,A20N,36050,36325.0,492.1,64.74,,2022,none,A3,1012.8,36992.0,,,37.12262,-110.941402,8.0,186.0,0.362,2.0,1.0,10.0,4.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],73435360,0.2,-19.8,1728.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a09cad,adsb_icao,AAL584  ,N139AN,A321,ground,,0.0,243.0,,1111,none,A3,,,,,32.121568,-110.939857,8.0,186.0,3.651,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],71690384,3.7,-13.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,
